,apex,domain_malicious,subdomain_malicious,#total_scans,#benign_scans,#query,#ip,#ns,ns_matching,#soa,soa_matching,label,positives,response_code,rlength,url_after_redirects,url,suspicious_tld,length,entropy,fake_tld,brand,pop_keywords,similar,is_idn,minus,num_subdomains,mean_urls_per_subdomain,mean_path_depth_per_subdomain,mean_query_parameters_per_subdomain_paths,mean_path_length_per_subdomain_paths,mean_number_of_popular_keywords_per_subdomain_paths,url_length,#query_parameters,#dots_in_path,#brands_in_path,#similar_keywords_in_path,#suspicious_keywords_in_path,Alexa_Rank_Avg,Is_FQDN_In_Alexa_1Year
22,icentraltoken.com,True,False,96.0,1.0,53.0,1.0,2.0,True,1.0,None,1,12,"436    1
Name: response_code, dtype: int64","436    3800
Name: rlength, dtype: int64","436    True
Name: url_after_redirects, dtype: bool","436    https://icentraltoken.com/centraltoken/Portal....
Name: url, dtype: object",N,81,0.5612984469287232,0,0,0,0,N,0,4,39.0,2.2820513,0.0,21.02564,0.0,81,1,1,0,0,0,1000000.0,False
23,pessoajuridica-servicos.com,True,True,28.0,2.0,7.0,1.0,1.0,True,1.0,True,1,8,"443    1
Name: response_code, dtype: int64","443    22122
Name: rlength, dtype: int64","443    True
Name: url_after_redirects, dtype: bool","443    https://bradesco.pessoajuridica-servicos.com/n...
Name: url, dtype: object",N,81,0.5713788007263357,0,0,0,0,N,1,4,5.5,1.5,0.0,5.5,0.0,81,1,2,0,0,0,1000000.0,False
24,chordical.com,False,False,30.0,6.0,758.0,4.0,1.0,True,1.0,None,0,10,"20    1
Name: response_code, dtype: int64","20    1927
Name: rlength, dtype: int64","20    True
Name: url_after_redirects, dtype: bool","20    https://chordical.com/f/ZS?insyd=NLA&life=nobo...
Name: url, dtype: object",N,80,0.6116774601903163,0,0,0,0,N,0,3,15.0,2.4,0.8,19.533333,0.0,80,2,1,0,0,0,1000000.0,False
25,medium-giveaway.com,True,True,24.0,1.0,198.0,1.0,1.0,True,1.0,None,1,8,"350    1
Name: response_code, dtype: int64","350    200878
Name: rlength, dtype: int64","350    True
Name: url_after_redirects, dtype: bool","350    https://www.medium-giveaway.com/
Name: url, dtype: object",N,64,0.5829574444248814,0,0,0,0,N,1,1,9.0,1.2,0.0,7.133333,0.0,64,1,2,0,0,0,1000000.0,False
26,savannahout.com,True,False,19.0,1.0,1049.0,4.0,2.0,True,2.0,None,0,16,"374    1
Name: response_code, dtype: int64","374    19580
Name: rlength, dtype: int64","374    True
Name: url_after_redirects, dtype: bool","374    http://savannahout.com/product.office/Off365/o...
Name: url, dtype: object",N,81,0.5885383930246895,0,0,0,0,N,0,4,7.5,2.25,0.0,20.071428,0.0,81,1,2,0,0,0,1000000.0,False
27,algreca.com,True,True,93.0,5.0,7044.0,3.0,1.0,True,1.0,None,0,13,"309    1
Name: response_code, dtype: int64","309    292864
Name: rlength, dtype: int64","309    True
Name: url_after_redirects, dtype: bool","309    http://algreca.com/2891d/xs6ow0hecdf4hrk2vskha...
Name: url, dtype: object",N,81,0.6161221945436317,0,0,0,0,N,0,3,8.0,1.6825397000000002,0.0,25.642857,0.0,81,1,1,0,0,0,7497.066999999999,False
28,ur3812.cf,True,True,89.0,1.0,352.0,1.0,1.0,True,1.0,True,1,12,"54    1
Name: response_code, dtype: int64","54    39090
Name: rlength, dtype: int64","54    True
Name: url_after_redirects, dtype: bool","54    https://www.allegro.pl.ur3812.cf/78569/
Name: url, dtype: object",N,70,0.6042478105380157,0,0,0,0,N,0,3,29.5,1.2642857,0.0,5.614286,0.0,70,1,4,0,0,0,1000000.0,False
29,link-view.info,True,True,65.0,0.0,22.0,1.0,1.0,True,1.0,True,1,14,"312    1
Name: response_code, dtype: int64","312    44529
Name: rlength, dtype: int64","312    True
Name: url_after_redirects, dtype: bool","312    http://apple.com.link-view.info/
Name: url, dtype: object",N,64,0.586346775040459,0,0,0,0,N,1,2,7.0,1.2156863000000002,0.039215688,2.6078432,0.0,64,1,3,1,0,0,1000000.0,False
30,smbcsj.com,True,True,36.0,0.0,12.0,1.0,2.0,True,2.0,None,1,14,"80    1
Name: response_code, dtype: int64","80    315
Name: rlength, dtype: int64","80    True
Name: url_after_redirects, dtype: bool","80    http://www.smbcsj.com/
Name: url, dtype: object",N,53,0.5551862455285321,0,0,0,0,N,0,1,7.0,1.0,0.0,1.0,0.0,53,1,2,0,0,0,1000000.0,False
31,psd2-umstellung-service.live,True,False,64.0,0.0,22.0,2.0,1.0,True,0.0,None,1,11,"440    1
Name: response_code, dtype: int64","440    4052
Name: rlength, dtype: int64","440    True
Name: url_after_redirects, dtype: bool","440    http://psd2-umstellung-service.live/
Name: url, dtype: object",N,68,0.5795228351481548,0,0,0,0,N,2,0,11.0,1.0,0.72727275,2.8181818,0.0,68,1,1,0,0,0,1000000.0,False
32,centre-uk.net,True,True,95.0,0.0,344.0,1.0,2.0,True,1.0,None,1,15,"304    1
Name: response_code, dtype: int64","304    1229
Name: rlength, dtype: int64","304    True
Name: url_after_redirects, dtype: bool","304    https://paypal.centre-uk.net/
Name: url, dtype: object",N,61,0.5631952455029777,0,0,0,0,N,1,1,14.0,1.0,0.03125,1.5625,0.0,61,1,2,1,0,0,1000000.0,False
33,dtarsio.com,True,True,271.0,1.0,2760.0,8.0,6.0,True,5.0,None,0,8,"228    1
Name: response_code, dtype: int64","228    13130
Name: rlength, dtype: int64","228    True
Name: url_after_redirects, dtype: bool","228    https://www.dtarsio.com/%23U0153/?u_1=email@ad...
Name: url, dtype: object",N,81,0.6174811207637966,0,0,0,0,N,0,4,14.5,1.0952381000000002,0.0,1.8571428,0.0,81,1,2,0,0,0,1000000.0,False
34,cglottum.top,True,False,43.0,2.0,17.0,2.0,1.0,True,1.0,True,1,13,"250    1
Name: response_code, dtype: int64","250    2166
Name: rlength, dtype: int64","250    True
Name: url_after_redirects, dtype: bool","250    https://cglottum.top/ODF/index.php
Name: url, dtype: object",N,66,0.5842947593446773,0,0,0,0,N,0,1,11.0,1.6363636000000001,0.0,9.272727,0.0,66,1,1,0,0,0,1000000.0,False
35,spardbank.com,True,False,7.0,0.0,30.0,5.0,1.0,True,1.0,None,1,11,"175    1
Name: response_code, dtype: int64","175    481
Name: rlength, dtype: int64","175    True
Name: url_after_redirects, dtype: bool","175    http://spardbank.com/
Name: url, dtype: object",N,53,0.5664006030166014,0,0,0,0,N,0,0,7.0,1.0,0.0,1.0,0.0,53,1,1,0,0,0,1000000.0,False
36,tangcitymall.com,True,False,25.0,6.0,6977.0,1.0,2.0,True,1.0,None,0,13,"148    1
Name: response_code, dtype: int64","148    26147
Name: rlength, dtype: int64","148    True
Name: url_after_redirects, dtype: bool","148    https://tangcitymall.com/wp-content/xxcz/x3342...
Name: url, dtype: object",N,81,0.5966327023226193,0,0,0,0,N,1,3,12.0,3.2333333,0.0,27.055555,0.0,81,1,1,0,0,0,31310.832000000002,False
37,usr5981.tk,True,False,56.0,0.0,285.0,1.0,1.0,True,1.0,True,1,13,"232    1
Name: response_code, dtype: int64","232    39090
Name: rlength, dtype: int64","232    True
Name: url_after_redirects, dtype: bool","232    https://www.allegro.pl.usr5981.tk/78569/
Name: url, dtype: object",N,72,0.6006144575829634,0,0,0,0,N,0,3,11.333333,1.1358025,0.0,3.0185183999999996,0.0,72,1,4,0,0,0,1000000.0,False
38,creativ-praesent.at,True,False,40.0,1.0,2200.0,3.0,2.0,True,1.0,True,0,10,"109    1
Name: response_code, dtype: int64","109    44523
Name: rlength, dtype: int64","109    True
Name: url_after_redirects, dtype: bool","109    https://www.creativ-praesent.at/mainpages.php?...
Name: url, dtype: object",N,81,0.5775766042573478,0,0,0,0,N,1,5,12.0,1.0,0.5833333,11.833333,0.0,81,1,2,0,0,0,1000000.0,False
39,tofashion.xyz,False,False,33.0,2.0,1426.0,5.0,4.0,True,3.0,True,1,12,"18    1
Name: response_code, dtype: int64","18    16526
Name: rlength, dtype: int64","18    True
Name: url_after_redirects, dtype: bool","18    http://tofashion.xyz/wp-dir/page2/?a=settings
Name: url, dtype: object",N,76,0.6008235004515899,0,0,0,0,N,1,0,12.0,2.6666667,0.0,13.666667000000002,0.0,76,1,1,0,0,0,1467.1196,False
40,kulenje.gq,False,False,21.0,2.0,47.0,1.0,1.0,True,1.0,None,1,13,"71    1
Name: response_code, dtype: int64","71    172954
Name: rlength, dtype: int64","71    True
Name: url_after_redirects, dtype: bool","71    https://kulenje.gq/security/nsw%204/data/Untit...
Name: url, dtype: object",N,80,0.5989199645414773,0,0,0,0,N,0,3,12.0,2.3333333,0.0,20.416666,0.0,80,1,1,0,0,0,1000000.0,False
41,online-verification-guide-nabib.com,False,False,42.0,0.0,4.0,1.0,1.0,True,0.0,None,1,12,"195    1
Name: response_code, dtype: int64","195    0
Name: rlength, dtype: int64","195    False
Name: url_after_redirects, dtype: bool","195    https://online-verification-guide-nabib.com/cg...
Name: url, dtype: object",N,81,0.5886925064653797,0,0,0,0,N,3,3,28.0,2.0714285,0.0,21.821428,0.0,81,1,1,0,0,0,1000000.0,False
42,onoptimen.ga,True,False,30.0,0.0,6.0,1.0,1.0,True,1.0,True,1,15,"56    1
Name: response_code, dtype: int64","56    0
Name: rlength, dtype: int64","56    True
Name: url_after_redirects, dtype: bool","56    https://onoptimen.ga/pictures/dropbox/index.php
Name: url, dtype: object",N,78,0.5688223209093949,0,0,0,0,N,0,1,14.0,2.4285715,0.0,19.571428,0.0,78,1,1,1,1,0,1000000.0,False
43,a-alhoda.net,True,True,21.0,0.0,1233.0,3.0,2.0,True,2.0,True,0,13,"426    1
Name: response_code, dtype: int64","426    331
Name: rlength, dtype: int64","426    True
Name: url_after_redirects, dtype: bool","426    https://www.a-alhoda.net/week/index.php
Name: url, dtype: object",N,71,0.5786969772038695,0,0,0,0,N,1,2,5.5,1.7083334,0.0,11.833333,0.0,71,1,2,0,0,0,1000000.0,False
44,gamewikia.com,True,False,125.0,45.0,10717.0,6.0,3.0,True,3.0,None,0,10,"33    1
Name: response_code, dtype: int64","33    4071
Name: rlength, dtype: int64","33    True
Name: url_after_redirects, dtype: bool","33    https://www.gamewikia.com/Peroplam/zahriheka/
Name: url, dtype: object",N,76,0.5757113258993379,0,0,0,0,N,0,1,4.3333335,1.4545455,0.0,5.6666665,0.0,76,1,2,0,0,0,122915.14,True
45,lcautoclean.com,True,True,223.0,0.0,5652.0,293.0,3.0,True,3.0,True,0,17,"264    1
Name: response_code, dtype: int64","264    2337
Name: rlength, dtype: int64","264    True
Name: url_after_redirects, dtype: bool","264    http://lcautoclean.com/Southern.Brewery
Name: url, dtype: object",N,71,0.566980385427169,0,0,0,0,N,0,1,44.5,1.3723458,0.0,16.14181,0.0,71,1,1,0,0,0,1000000.0,False
46,ksebwacitu.org,False,True,47.0,1.0,2533.0,2.0,2.0,True,2.0,True,0,17,"352    1
Name: response_code, dtype: int64","352    59479
Name: rlength, dtype: int64","352    True
Name: url_after_redirects, dtype: bool","352    http://wss.ksebwacitu.org/wp-admin/ut/navyfede...
Name: url, dtype: object",N,81,0.5973892221530469,0,0,0,0,N,1,4,21.5,2.4166667,0.0,24.392857,0.0,81,1,2,0,0,0,4624.5884,False
47,invitroideas.com,True,False,78.0,13.0,6640.0,4.0,3.0,True,3.0,None,0,12,"429    1
Name: response_code, dtype: int64","429    746
Name: rlength, dtype: int64","429    True
Name: url_after_redirects, dtype: bool","429    https://www.invitroideas.com/sb/ZS/809e53a0481...
Name: url, dtype: object",N,81,0.6155995137901847,0,0,0,0,N,0,4,18.0,2.03125,0.453125,15.6875,0.0,81,1,2,0,1,0,1000000.0,False
48,keylargosunset.com,False,False,65.0,0.0,2250.0,3.0,2.0,True,2.0,None,0,11,"331    1
Name: response_code, dtype: int64","331    598
Name: rlength, dtype: int64","331    True
Name: url_after_redirects, dtype: bool","331    http://www.keylargosunset.com/town/
Name: url, dtype: object",N,67,0.572578708886713,0,0,0,0,N,0,1,12.5,1.2777778,0.0,3.9682538999999997,0.0,67,1,2,0,0,0,1000000.0,False
49,sportsstreaming.dk,True,False,3213.0,0.0,5765.0,2.0,1.0,True,1.0,None,0,16,"384    1
Name: response_code, dtype: int64","384    15890
Name: rlength, dtype: int64","384    True
Name: url_after_redirects, dtype: bool","384    https://sportsstreaming.dk/wp-content/plugins/...
Name: url, dtype: object",N,81,0.5820573266371358,0,0,0,0,N,1,3,1960.0,9.938265,1.7204081999999998,86.45766,0.0,81,1,1,0,0,0,1000000.0,False
50,drnajjiaashraf.com,True,False,59.0,0.0,5067.0,2.0,3.0,True,2.0,None,0,16,"204    1
Name: response_code, dtype: int64","204    117776
Name: rlength, dtype: int64","204    True
Name: url_after_redirects, dtype: bool","204    http://drnajjiaashraf.com/images/us/delta.com/...
Name: url, dtype: object",N,81,0.5750030521612337,0,0,0,0,N,0,4,9.0,4.111111,0.0,27.111109999999996,0.0,81,1,2,0,0,0,1000000.0,False
51,muht.gq,True,False,144.0,0.0,15.0,3.0,2.0,True,1.0,True,1,13,"194    1
Name: response_code, dtype: int64","194    2166
Name: rlength, dtype: int64","194    True
Name: url_after_redirects, dtype: bool","194    http://muht.gq/admin/ODF/
Name: url, dtype: object",N,57,0.5818844270253176,0,0,0,0,N,0,0,22.0,2.2727272999999997,0.0,8.727273,0.0,57,1,1,0,0,0,1000000.0,False
52,newopus-att.com,True,False,56.0,0.0,21.0,1.0,1.0,True,1.0,True,1,13,"377    1
Name: response_code, dtype: int64","377    5049
Name: rlength, dtype: int64","377    True
Name: url_after_redirects, dtype: bool","377    http://newopus-att.com/
Name: url, dtype: object",N,55,0.558622682416525,0,0,0,0,N,1,0,11.0,1.0,0.0,3.7272727,0.0,55,1,1,0,0,0,1000000.0,False
53,grottedisaledesenzano.com,True,False,212.0,1.0,5383.0,9.0,3.0,True,1.0,True,0,10,"441    1
Name: response_code, dtype: int64","441    313
Name: rlength, dtype: int64","441    True
Name: url_after_redirects, dtype: bool","441    http://www.grottedisaledesenzano.com/verr.php
Name: url, dtype: object",N,77,0.5793051545791231,0,0,0,0,N,0,2,10.0,1.0,0.0,7.4,0.0,77,1,2,0,0,0,1000000.0,False
54,rkylejones.com,True,False,99.0,3.0,6104.0,6.0,4.0,True,3.0,True,0,12,"62    1
Name: response_code, dtype: int64","62    4058
Name: rlength, dtype: int64","62    True
Name: url_after_redirects, dtype: bool","62    https://www.rkylejones.com/xath/
Name: url, dtype: object",N,63,0.57427221992639,0,0,0,0,N,0,1,14.0,1.45,0.0,5.25,0.0,63,1,2,0,0,0,6174.0337,False
55,apnipocket.com,True,True,200.0,0.0,1194.0,4.0,2.0,True,2.0,None,0,16,"364    1
Name: response_code, dtype: int64","364    109385
Name: rlength, dtype: int64","364    True
Name: url_after_redirects, dtype: bool","364    https://waqalatnama.apnipocket.com/verifictionID
Name: url, dtype: object",N,80,0.5908915693459845,0,0,0,0,N,0,1,39.666668,1.8989418000000002,0.38227513,16.937567,0.0,80,1,2,0,0,0,1000000.0,False
56,spillsthebeans.com,False,True,9.0,0.0,6023.0,1.0,1.0,True,1.0,None,0,12,"221    1
Name: response_code, dtype: int64","221    0
Name: rlength, dtype: int64","221    False
Name: url_after_redirects, dtype: bool","221    https://david.heinemeier.hansson.spillsthebean...
Name: url, dtype: object",N,81,0.5611087049464375,0,0,0,0,N,0,5,8.0,1.0,0.0,1.0,0.0,81,1,0,0,0,0,1000000.0,False
57,e5b35a7eb265ebb53d5e0c4237ae30fdb65e4e98.shop,True,False,33.0,1.0,6.0,1.0,1.0,True,1.0,True,1,12,"166    1
Name: response_code, dtype: int64","166    0
Name: rlength, dtype: int64","166    True
Name: url_after_redirects, dtype: bool","166    http://amazon.co.jp.e5b35a7eb265ebb53d5e0c4237...
Name: url, dtype: object",N,81,0.5848248549920851,0,0,0,0,N,0,5,8.0,1.2666667,0.1,23.5,0.0,81,1,0,1,0,0,1000000.0,False
58,esferaempresas.com,False,False,59.0,0.0,91.0,1.0,1.0,True,1.0,True,1,14,"253    1
Name: response_code, dtype: int64","253    8834
Name: rlength, dtype: int64","253    True
Name: url_after_redirects, dtype: bool","253    https://esferaempresas.com/formulario/web/cada...
Name: url, dtype: object",N,81,0.5661769349226569,0,0,0,0,N,0,3,16.0,3.0,0.0,23.0625,0.0,81,1,1,0,0,0,1000000.0,False
59,visserboulevard.top,True,True,116.0,2.0,159.0,2.0,1.0,True,1.0,True,1,14,"186    1
Name: response_code, dtype: int64","186    26394
Name: rlength, dtype: int64","186    True
Name: url_after_redirects, dtype: bool","186    http://www.visserboulevard.top/drop/dropbox
Name: url, dtype: object",N,75,0.5721615392905829,0,0,0,0,N,0,1,32.5,1.5733333999999999,0.0,7.5266665999999995,0.0,75,1,2,1,0,0,1000000.0,False
60,chanret.com,False,True,842.0,22.0,93137.0,4.0,2.0,True,2.0,True,0,13,"49    1
Name: response_code, dtype: int64","49    778
Name: rlength, dtype: int64","49    True
Name: url_after_redirects, dtype: bool","49    http://track.chanret.com/trackclick.asp?Thread...
Name: url, dtype: object",N,80,0.5637289466363634,0,0,0,0,N,0,5,36.0,1.0,0.9420290000000001,7.594203,0.0,80,1,2,0,0,0,19686.22,False
61,realtymlp.com,True,True,46.0,1.0,2011.0,4.0,2.0,True,2.0,None,0,10,"224    1
Name: response_code, dtype: int64","224    62421
Name: rlength, dtype: int64","224    True
Name: url_after_redirects, dtype: bool","224    http://mbri.realtymlp.com/vendor/bin/balleytee...
Name: url, dtype: object",N,81,0.5582766018835625,0,0,0,0,N,0,4,11.0,2.0,0.0,12.909091,0.0,81,1,2,0,0,0,1000000.0,False
62,demoparlour.com,True,True,2777.0,7.0,15251.0,3.0,4.0,True,3.0,True,0,15,"349    1
Name: response_code, dtype: int64","349    126
Name: rlength, dtype: int64","349    True
Name: url_after_redirects, dtype: bool","349    http://adultweb.demoparlour.com/wp-content/log...
Name: url, dtype: object",N,81,0.568381919706014,0,0,0,0,N,1,4,84.0,3.7465959000000004,0.0,52.332928,0.0,81,1,2,0,0,0,10020.693000000001,False
