,Unnamed: 0,apex,fqdns,firstseen-pdns,lastseen-pdns,days count-pdns,query count,name servers,ns domain,soa_domains_nos,soa_domain,suspicious_tld,length,entropy,fake_tld,brand,pop_keywords,similar,is_idn,minus,num_subdomains,Label,Number_of_total_Scans,Number_of_Benign_Scans,apex_marked_malicious,domain_marked_malicious,sibling_domain_marked_malicious,Number_of_query_parameters,Positive_count,Response_code,URL_after_redirects,resolution,rlength,url_length,number of days between firstseen and lastseen,Alexa rank (avg)
0,0,xorax.info,xorax.info,2013-10-02,2020-01-04,13856,1,1,True,1,True,Y,10,0.3652410164862568,0,0,0,0,N,0,0,Compromised,21.0,0.0,21.0,21.0,0.0,0,5,403,False,37.59.35.161,234,50,1097,728788.0
1,1,in.net,l00adbum.h7b4.in.net,2019-08-13,2019-08-13,32,1,2,True,2,None,N,20,0.4730229691428727,0,0,0,1,N,0,2,Compromised,69654.0,7.0,2361.0,0.0,2357.0,0,5,200,False,91.202.63.42,20121,28,3,743018.75
2,2,gemtown88.com,securelogin.poste.it.gemtown88.com,2019-08-07,2019-08-08,5,1,3,True,1,None,N,34,0.4787457644214028,0,0,0,0,N,0,3,Compromised,5.0,1.0,4.0,0.0,0.0,0,8,403,False,113.11.250.72,122,74,2,788010.0
3,3,beageagae.com,www.payment-confirmation-account.beageagae.com,2019-07-17,2019-07-19,23,1,1,True,1,None,N,46,0.4933546875965067,0,0,1,0,N,2,2,Attacker-Created,5.0,0.0,5.0,0.0,1.0,0,5,None,False,on,None,62,0,420622.0
4,4,acteltechnologies.com,us-en.face-book-com-2979643306.acteltechnologies.com,2019-08-15,2019-08-16,14,1,4,True,5,None,N,52,0.5455262368132304,1,0,0,0,N,4,2,Compromised,145.0,0.0,144.0,0.0,141.0,0,6,200,False,199.188.204.102,818,60,0,883527.5
5,5,jbmart.in,usaacominetentproofproofingeventactioninitevent.jbmart.in,2019-02-12,2019-02-13,31,1,4,True,3,None,N,57,0.4770592757514903,0,0,0,0,N,0,1,Attacker-Created,4.0,0.0,4.0,0.0,0.0,0,7,None,False,on,None,83,70,408885.0
6,6,gb.net,sightseeingtoronto.gb.net,2018-09-18,2019-09-12,411,2,1,True,1,True,N,25,0.41538428147368495,0,0,0,0,N,0,1,Compromised,1600.0,0.0,903.0,0.0,897.0,0,5,522,False,104.18.34.221,4812,34,332,262925.0
7,7,flu.cc,teromoke.flu.cc,2018-02-03,2018-09-29,24,2,5,True,2,None,Y,15,0.4216946654421501,0,0,0,0,N,0,1,Attacker-Created,1055.0,0.0,1050.0,0.0,1047.0,0,6,200,True,72.52.179.174,0,23,560,436194.0
8,8,yao.cl,dwhitten.yao.cl,2019-08-06,2019-08-08,10,1,1,True,1,True,N,15,0.4550279987754834,0,0,0,1,N,0,1,Attacker-Created,62.0,0.0,62.0,0.0,54.0,0,9,500,False,51.89.153.79,251,77,3,476362.5
9,9,okeyoyna.net,okeyoyna.net,2014-11-30,2020-01-04,20926,11,6,True,7,True,N,12,0.36478698228922657,0,0,0,0,N,0,0,Compromised,3.0,0.0,3.0,3.0,0.0,0,6,200,True,104.24.126.86,52836,40,1241,652275.4736842106
10,10,ssf.ly,ssf.ly,2013-06-29,2020-01-04,16552,5,6,True,3,None,N,6,0.2814536489558933,0,0,0,0,N,0,0,Compromised,4.0,1.0,3.0,3.0,0.0,0,5,200,True,192.124.249.114,27477,42,447,354168.6666666667
11,11,ergo-eg.com,ergo-eg.com,2013-11-22,2020-01-04,52464,1,1,True,1,True,N,11,0.3642471326583483,0,0,0,0,N,1,0,Compromised,3.0,0.0,3.0,3.0,0.0,0,8,404,False,192.185.185.47,11816,58,852,725532.1666666666
12,12,clicknet.ro,web.clicknet.ro,2010-06-24,2020-01-04,84034,1,1,True,1,None,N,15,0.4383613321088168,1,0,0,1,N,0,1,Compromised,74.0,4.0,70.0,0.0,0.0,0,7,200,False,86.35.15.210,10374,82,215,735891.0
13,13,okeyoyna.net,okeyoyna.net,2014-11-30,2020-01-04,20926,11,6,True,7,True,N,12,0.36478698228922657,0,0,0,0,N,0,0,Compromised,3.0,0.0,3.0,3.0,0.0,0,6,200,True,104.24.126.86,52836,40,1241,652275.4736842106
14,14,bayimg.com,bayimg.com,2010-06-24,2020-01-04,519319,3,3,True,1,None,N,10,0.3902410164862569,0,0,0,1,N,0,0,Attacker-Created,62.0,0.0,61.0,61.0,3.0,0,5,200,False,185.109.87.28,2287,28,46,233343.0267857143
15,15,yeniprogram.gen.tr,yeniprogram.gen.tr,2011-04-06,2020-01-04,82398,3,1,True,2,None,N,18,0.4326650230858043,0,0,0,0,N,0,1,Compromised,65.0,2.0,63.0,63.0,20.0,0,5,403,False,94.102.9.6,1233,35,2221,628509.0135135135
16,16,nnhost.ru,ns3.nnhost.ru,2010-06-24,2020-01-04,4347793,3,2,True,1,None,N,13,0.3783733421203239,0,0,0,0,N,0,1,Compromised,7.0,0.0,7.0,0.0,0.0,0,6,200,False,89.109.35.231,697,63,723,48296.0
17,17,zeelandnet.nl,people.zeelandnet.nl,2010-06-24,2020-01-04,191860,1,1,True,1,True,N,20,0.3832446676779246,1,0,0,0,N,0,1,Compromised,53.0,0.0,12.0,0.0,0.0,0,7,404,True,212.115.192.168,302,45,1823,224525.8152173913
18,18,netvisao.pt,clientes.netvisao.pt,2010-06-24,2020-01-04,100482,2,1,True,1,True,N,20,0.4308049217994888,1,0,0,0,N,0,1,Compromised,89.0,0.0,85.0,0.0,0.0,0,9,200,False,213.228.128.12,331,57,313,637208.1666666666
19,19,ec-p.ru,ec-p.ru,2013-03-13,2020-01-04,26801,10,7,True,2,None,N,7,0.35091935475549224,0,0,0,0,N,1,0,Compromised,27.0,20.0,7.0,7.0,0.0,0,6,404,False,141.8.194.42,42349,33,64,531150.5
20,20,glambabes.org,glambabes.org,2014-07-16,2020-01-04,234500,6,1,True,1,True,N,13,0.404862640764492,0,0,0,0,N,0,0,Compromised,117.0,0.0,117.0,117.0,0.0,0,5,200,False,104.24.107.199,51170,42,2,663561.0
21,21,alnadawi.com,alnadawi.com,2014-08-24,2020-01-04,49958,4,2,True,2,None,N,12,0.3985902367169199,0,0,0,0,N,0,0,Compromised,24.0,0.0,22.0,22.0,2.0,0,6,200,False,178.63.18.207,177961,35,372,396778.3333333333
22,22,tgpzoo.com,tgpzoo.com,2014-03-21,2020-01-04,64177,6,5,True,4,True,N,10,0.3558049217994889,0,0,0,0,N,0,0,Compromised,74.0,16.0,58.0,58.0,0.0,0,5,404,False,104.27.147.100,133061,66,1228,649129.6
23,23,ppiuk.org,ppiuk.org,2013-12-29,2020-01-04,42739,7,2,True,2,None,N,9,0.3684628534673422,0,0,0,0,N,0,0,Compromised,3.0,0.0,3.0,3.0,0.0,0,6,404,True,192.232.251.156,49164,35,517,750850.4545454546
24,24,silvermeow.com,silvermeow.com,2010-06-24,2020-01-04,69788,4,1,True,1,None,N,14,0.4223479138995887,0,0,0,0,N,0,0,Attacker-Created,5.0,0.0,5.0,5.0,0.0,0,9,200,False,107.180.4.65,241664,44,465,614143.0
25,25,pucon.com,pucon.com,2014-07-03,2020-01-04,23575,4,4,True,4,None,N,9,0.3406850756895644,0,0,0,0,N,0,0,Compromised,8.0,0.0,8.0,8.0,0.0,0,5,404,True,132.148.150.225,5903,43,1052,748876.0
26,26,pageranktop.com,pageranktop.com,2014-07-04,2020-01-04,40984,11,4,True,3,True,N,15,0.4383613321088168,0,0,0,0,N,0,0,Compromised,32.0,0.0,32.0,32.0,11.0,0,9,200,False,213.32.113.112,49739,23,2080,300038.0
27,27,kerns.com,kerns.com,2014-05-19,2020-01-04,23317,5,4,True,3,None,N,9,0.3962406312451201,0,0,0,0,N,0,0,Compromised,6.0,0.0,6.0,6.0,0.0,0,5,404,False,198.91.90.109,230632,41,624,565725.5
28,28,graaam.com,forums.graaam.com,2014-01-16,2020-01-04,1619230,6,4,True,4,True,N,17,0.3968903867566075,0,0,0,0,N,0,1,Compromised,169381.0,23524.0,145767.0,0.0,0.0,0,5,200,False,195.154.79.119,62179,40,53,38298.21487603306
29,29,zief.pl,zief.pl,2014-09-12,2020-01-04,76118,1,1,True,1,True,N,7,0.35091935475549224,0,0,0,0,N,0,0,Attacker-Created,70.0,0.0,70.0,70.0,27.0,0,12,200,False,148.81.111.121,2,23,1,759631.8
30,30,xtgem.com,xtgem.com,2011-06-01,2020-01-04,3428337,9,2,True,2,True,N,9,0.3684628534673422,0,0,0,0,N,0,0,Compromised,198.0,7.0,47.0,47.0,43.0,1,5,200,False,178.33.123.218,0,261,0,98693.0
31,31,netservicesindia.com,netservicesindia.com,2013-11-14,2020-01-04,43181,1,2,True,1,None,N,20,0.4433049217994888,1,0,0,0,N,0,0,Compromised,4.0,0.0,4.0,4.0,0.0,0,5,200,True,192.185.143.202,2419,34,1138,904555.0
32,32,lam.cz,lam.cz,2012-04-18,2020-01-04,14912,1,1,True,1,None,N,6,0.32312031562255994,0,0,0,0,N,0,0,Compromised,6.0,0.0,6.0,6.0,0.0,0,7,404,False,80.92.240.14,297,41,183,414799.0
33,33,j.mp,j.mp,2011-09-24,2020-01-04,14418943,30,7,True,1,None,N,4,0.25,0,0,0,0,N,0,0,Attacker-Created,132.0,121.0,11.0,11.0,0.0,0,5,200,False,67.199.248.17,59574,19,65,545060.3478260869
34,34,moscowfitness.ru,www.moscowfitness.ru,2011-08-23,2020-01-04,46588,7,2,True,3,True,N,20,0.4355229691428729,0,0,0,0,N,0,1,Attacker-Created,34.0,0.0,34.0,0.0,28.0,0,14,200,True,90.156.201.105,32253,126,71,596070.4193548387
35,35,knop.cl,knop.cl,2010-06-24,2020-01-04,40882,2,4,True,2,True,N,7,0.35091935475549224,0,0,0,0,N,0,0,Compromised,10.0,0.0,8.0,8.0,0.0,0,5,404,False,200.54.157.251,159,54,613,546989.6
36,36,k-director.com,k-director.com,2013-09-02,2020-01-04,178300,1,1,True,1,True,N,14,0.4223479138995887,0,0,0,0,N,1,0,Compromised,6.0,0.0,6.0,6.0,0.0,0,9,404,False,192.185.5.199,746,37,321,647832.0
37,37,pronet.com,pronet.com,2014-09-11,2019-10-16,20473,1,1,True,1,True,N,10,0.3902410164862569,0,0,0,0,N,0,0,Compromised,19.0,0.0,19.0,19.0,0.0,0,7,200,False,198.252.106.251,9775,18,1828,694771.0
38,38,tunisia-school.com,tunisia-school.com,2010-06-24,2020-01-04,38182,1,1,True,1,True,N,18,0.4465539119746932,0,0,0,0,N,1,0,Compromised,136.0,0.0,135.0,135.0,82.0,0,5,404,True,213.186.33.16,14,65,1104,415415.4731182796
39,39,explainthisimage.com,explainthisimage.com,2013-05-17,2020-01-04,397981,3,2,True,1,None,N,20,0.4730229691428728,0,0,0,0,N,0,0,Compromised,30.0,0.0,30.0,30.0,4.0,0,6,200,True,162.255.119.228,17939,49,284,563394.25
40,40,xorloser.com,xorloser.com,2012-07-23,2020-01-04,32949,3,1,True,1,None,N,12,0.3777569033835866,0,0,0,0,N,0,0,Compromised,43.0,0.0,42.0,42.0,20.0,0,5,200,False,94.242.57.246,419765,68,2279,551864.5
41,41,spysoftwareking.com,spysoftwareking.com,2013-08-03,2020-01-04,15579,6,1,True,1,None,N,19,0.5046751401613343,0,0,0,0,N,0,0,Compromised,22.0,8.0,14.0,14.0,3.0,0,5,200,True,45.55.63.209,3940111,50,2665,437389.0
42,42,pictus.fr,pictus.fr,2014-06-03,2020-01-04,14866,1,1,True,1,None,N,9,0.3962406312451201,0,0,0,0,N,0,0,Compromised,12.0,0.0,12.0,12.0,0.0,0,5,404,True,213.186.33.69,50586,35,1564,392156.5
43,43,ninjaforge.com,ninjaforge.com,2014-11-15,2020-01-04,66355,2,2,True,2,None,N,14,0.4402050536856128,0,0,0,0,N,0,0,Compromised,2.0,0.0,2.0,2.0,0.0,0,6,200,False,104.152.168.19,16784,91,1474,629043.6666666666
44,44,akaygam.com,akaygam.com,2010-07-08,2019-11-20,81435,10,1,True,1,True,N,11,0.3556688667156348,0,0,0,1,N,0,0,Compromised,16.0,7.0,9.0,9.0,0.0,1,6,404,False,94.73.147.126,46005,48,0,625503.0
45,45,nfscars.net,nfscars.net,2012-10-31,2020-01-04,3403605,13,6,True,3,None,N,11,0.3869744092943177,0,0,0,0,N,0,0,Compromised,55.0,0.0,54.0,54.0,43.0,0,6,404,True,192.95.3.44,62621,27,1,109646.52459016393
46,46,sharm-club.com,sharm-club.com,2014-02-07,2020-01-04,43935,5,5,True,3,True,N,14,0.4402050536856128,0,0,0,0,N,1,0,Attacker-Created,3.0,0.0,3.0,3.0,0.0,0,6,404,True,143.95.252.118,17624,159,1180,662722.1212121212
47,47,youtibe.com,youtibe.com,2013-02-23,2020-01-04,202743,8,5,True,4,None,N,11,0.409701685930287,0,0,0,0,N,0,0,Compromised,29.0,0.0,29.0,29.0,4.0,0,7,200,True,162.215.252.78,32,29,320,708654.0
48,48,vanemery.com,vanemery.com,2012-01-08,2020-01-04,201115,3,1,True,1,True,N,12,0.4064536489558933,0,0,0,0,N,0,0,Compromised,20.0,0.0,20.0,20.0,0.0,0,7,200,False,198.46.82.18,1344,40,104,526942.6666666666
49,49,jafiles.net,jafiles.net,2013-12-31,2020-01-04,152190,4,4,True,2,True,N,11,0.409701685930287,0,0,0,0,N,0,0,Attacker-Created,27.0,0.0,27.0,27.0,3.0,0,6,200,False,104.18.63.121,3719,29,1,493197.5
50,50,s4719.com,swww-banorte-com-mx.s4719.com,2019-07-05,2019-07-05,8,2,1,True,1,True,N,29,0.4994047176382916,1,0,0,1,N,3,1,Attacker-Created,4.0,0.0,4.0,0.0,0.0,0,6,404,False,104.18.45.142,74,37,39,702131.0
51,51,9ed1nvw50858.site,account.desjardins.com.9ed1nvw50858.site,2019-05-31,2019-05-31,3,1,1,True,1,True,N,40,0.5284458981277969,1,0,1,0,N,0,3,Attacker-Created,3.0,0.0,3.0,0.0,0.0,0,6,None,False,on,None,55,71,453194.0
52,52,fesafsdf.com,update-info.appleid.fesafsdf.com,2019-07-09,2019-07-10,25,1,2,True,2,None,N,32,0.477443602051925,0,1,1,1,N,1,2,Attacker-Created,9.0,0.0,9.0,0.0,2.0,0,6,403,False,31.133.100.103,241,40,31,490851.0
53,53,iphonelost-maps.com,cpanel.icloud.com.iphonelost-maps.com,2019-06-30,2019-07-17,29,1,2,True,1,None,N,37,0.4759306411169241,1,0,0,0,N,1,3,Attacker-Created,698.0,0.0,698.0,0.0,36.0,0,9,None,False,on,None,57,28,430235.0
54,54,bancodelestado.net,bancodelestado.net,2019-06-17,2019-06-17,7,2,2,True,1,True,N,18,0.4187761341969155,0,0,0,0,N,0,0,Attacker-Created,5.0,0.0,5.0,5.0,0.0,0,8,200,False,104.18.54.240,0,26,57,179844.0
55,55,paymentremittancesystem.com,paymentremittancesystem.com,2019-06-18,2019-06-19,17,1,1,True,1,None,N,27,0.4369535394602725,0,0,0,0,N,0,0,Attacker-Created,4.0,0.0,4.0,4.0,0.0,0,5,None,False,on,None,40,55,979814.0
56,56,lorrainenluna.com,lorrainenluna.com,2019-07-14,2019-07-15,6,1,1,True,1,None,N,17,0.4171469130429416,0,0,0,0,N,0,0,Attacker-Created,2.0,0.0,2.0,2.0,0.0,0,7,200,False,198.252.102.115,1258,25,22,314218.0
57,57,101010101010002.ml,101010101010002.ml,2019-05-06,2019-05-07,48,1,1,True,1,True,Y,18,0.2468671879269708,0,0,0,0,N,0,0,Attacker-Created,4.0,0.0,4.0,4.0,0.0,0,7,None,False,on,None,35,83,963290.0
58,58,siteblack.online,acesso.siteblack.online,2019-04-30,2019-04-30,2,1,1,True,1,True,Y,23,0.4376747287646666,0,0,0,0,N,0,1,Attacker-Created,3.0,0.0,3.0,0.0,0.0,0,6,None,False,on,None,49,96,631389.0
59,59,apppid2cikzow.com,mail.apppid2cikzow.com,2019-06-17,2019-06-17,4,1,1,True,1,True,N,22,0.4465779615334223,0,0,0,0,N,0,1,Attacker-Created,1.0,0.0,1.0,0.0,0.0,0,7,200,False,162.144.63.216,2330,30,50,514542.0
60,60,efidca5axicolaccr-2acssecurestoreeaccstore.cf,efidca5axicolaccr-2acssecurestoreeaccstore.cf,2019-05-14,2019-05-15,67,1,1,True,1,True,Y,45,0.4575826787482567,0,0,0,0,N,1,0,Attacker-Created,1.0,0.0,1.0,1.0,0.0,0,5,None,False,on,None,53,84,820608.0
61,61,coolflower.xyz,coolflower.xyz,2019-08-07,2019-08-08,9,1,1,True,0,None,Y,14,0.4156078493373017,0,0,0,0,N,0,0,Attacker-Created,14.0,1.0,13.0,13.0,2.0,0,5,200,False,107.180.41.238,1244,22,1,277486.0
62,62,serviceitunestorage.store,serviceitunestorage.store,2019-08-13,2019-08-14,8,2,1,True,1,None,N,25,0.4311105160511408,0,0,1,0,N,0,0,Attacker-Created,5.0,0.0,5.0,5.0,0.0,0,7,None,False,on,None,37,0,478983.0
63,63,getbinance.org,getbinance.org,2019-07-10,2019-07-11,60,3,4,True,3,True,N,14,0.4223479138995887,0,0,0,0,N,0,0,Attacker-Created,2.0,0.0,2.0,2.0,0.0,0,8,200,False,104.31.69.108,22865,23,31,301306.0
64,64,synctraff.com,synctraff.com,2016-07-21,2016-07-21,3,1,1,True,1,True,N,13,0.4240934099952612,0,0,0,0,N,0,0,Attacker-Created,36.0,12.0,24.0,24.0,0.0,0,5,200,False,62.212.87.141,36623,22,283,532916.0344827586
65,65,zobacz-foteczki.eu,zobacz-foteczki.eu,2019-07-30,2019-07-30,2,1,1,True,1,True,N,18,0.4465539119746932,0,0,0,0,N,1,0,Attacker-Created,7.0,0.0,7.0,7.0,0.0,0,7,200,True,194.181.228.30,18505,26,15,165163.0
66,66,internet-security-alert-2305.cf,internet-security-alert-2305.cf,2019-05-23,2019-05-24,20,1,1,True,1,True,Y,31,0.4922189806266537,0,0,2,0,N,3,0,Attacker-Created,12.0,0.0,12.0,12.0,9.0,0,8,200,False,108.179.246.153,24448,39,78,963281.0
67,67,myraidbox.de,bo8psus3.myraidbox.de,2019-07-16,2019-07-16,6,1,8,True,1,None,N,21,0.4895158393564114,0,0,0,0,N,0,1,Attacker-Created,92.0,1.0,27.0,0.0,23.0,1,5,None,False,on,None,101,0,382464.88095238095
68,68,pendencia-vxc.com,wrahur7xaed.pendencia-vxc.com,2019-08-03,2019-11-23,8,2,1,True,1,True,N,29,0.5026585433923495,0,0,0,0,N,1,1,Attacker-Created,99.0,0.0,87.0,0.0,77.0,0,7,200,False,104.27.167.96,447,83,1,207397.0
69,69,cadastroemprego.ga,cadastroemprego.ga,2019-05-26,2019-05-26,4,1,2,True,1,None,Y,18,0.4326650230858044,0,0,0,0,N,0,0,Attacker-Created,3.0,0.0,3.0,3.0,0.0,0,5,200,False,198.11.211.217,6853,36,67,423730.0
70,70,sajizalop.tk,sajizalop.tk,2019-04-29,2019-04-29,110,1,1,True,0,None,Y,12,0.42728698228922657,0,0,0,0,N,0,0,Attacker-Created,6.0,0.0,6.0,6.0,0.0,0,5,None,False,on,None,20,104,850655.0
71,71,c-wallet.site,c-wallet.site,2019-05-09,2019-05-10,314,1,1,True,1,True,N,13,0.404862640764492,0,0,1,0,N,1,0,Attacker-Created,7.0,0.0,7.0,7.0,0.0,0,13,200,False,95.211.16.66,1773568,33,88,196763.0
72,72,letgoapprenewacnt.com,manage-appld.letgoapprenewacnt.com,2019-07-22,2019-07-23,28,1,2,True,1,None,N,34,0.4654750267028357,0,0,1,2,N,1,1,Attacker-Created,6.0,0.0,6.0,0.0,0.0,0,9,200,False,101.99.90.50,375,42,21,422110.0
73,73,support-valid.com,support-valid.com,2019-07-21,2019-07-22,6,1,2,True,1,None,N,17,0.4815210863880994,0,0,1,0,N,1,0,Attacker-Created,4.0,0.0,4.0,4.0,2.0,0,9,404,False,195.133.49.30,148,25,15,791476.0
74,74,galak-all.ml,galak-all.ml,2019-08-07,2019-08-07,6,1,3,True,1,None,Y,12,0.31525690338358664,0,0,0,0,N,1,0,Attacker-Created,5.0,1.0,4.0,4.0,0.0,0,11,None,False,on,None,21,0,610159.0
75,75,juicytoystore7.tk,juicytoystore7.tk,2019-06-09,2019-06-09,108,1,1,True,1,None,Y,17,0.446558677748824,0,0,0,0,N,0,0,Attacker-Created,1.0,0.0,1.0,1.0,0.0,0,5,None,False,on,None,25,51,268798.0
76,76,important-updates-center-023.cf,important-updates-center-023.cf,2019-05-19,2019-05-19,4,1,1,True,1,True,Y,31,0.5083480128847182,0,0,0,0,N,3,0,Attacker-Created,2.0,0.0,2.0,2.0,0.0,0,8,None,False,on,None,80,79,666351.0
77,77,bxapp.info,bxapp.info,2019-07-17,2019-07-18,17,1,1,True,1,None,Y,10,0.3902410164862569,0,0,0,1,N,0,0,Compromised,6.0,1.0,5.0,5.0,0.0,0,6,404,True,107.180.41.254,74,37,23,231363.0
78,78,chaseonlinecardsecure.com,chaseonlinecardsecure.com,2019-05-06,2019-05-07,177,83,1,True,1,None,N,25,0.4504820329725137,0,1,2,1,N,0,0,Attacker-Created,2.0,0.0,2.0,2.0,0.0,0,7,None,False,190.158.226.15,None,33,95,981945.0
79,79,shop-spots.site,shop-spots.site,2019-05-24,2019-05-24,73,1,1,True,1,None,N,15,0.3716946597093952,0,0,0,0,N,1,0,Attacker-Created,3.0,0.0,3.0,3.0,0.0,0,6,None,False,on,None,23,84,281065.0
80,80,pendencia-vxc.com,wrahur7xaed.pendencia-vxc.com,2019-08-03,2019-11-23,8,2,1,True,1,True,N,29,0.5026585433923495,0,0,0,0,N,1,1,Attacker-Created,99.0,0.0,87.0,0.0,77.0,0,7,200,False,104.27.167.96,447,83,1,207397.0
81,81,qajicytre.tk,qajicytre.tk,2019-04-29,2019-04-29,86,1,1,True,0,None,Y,12,0.42728698228922657,0,0,0,0,N,0,0,Attacker-Created,9.0,0.0,9.0,9.0,0.0,0,6,None,False,on,None,20,104,635087.0
82,82,netfverif.com,netfverif.com,2019-08-17,2019-08-17,8,1,1,True,1,None,N,13,0.4240934099952612,1,0,0,0,N,0,0,Attacker-Created,20.0,1.0,19.0,19.0,0.0,1,5,200,False,166.62.28.98,415648,166,0,186726.0
83,83,airdrop-promotion.info,airdrop-promotion.info,2019-06-20,2019-06-21,18,1,1,True,1,True,Y,22,0.4147049983552204,0,0,0,0,N,1,0,Attacker-Created,4.0,0.0,4.0,4.0,0.0,0,6,200,False,31.31.196.205,7093,30,53,856589.0
84,84,lorinovichpetedge.com,lorinovichpetedge.com,2019-05-30,2019-05-31,17,1,2,True,1,None,N,21,0.468624326749346,0,0,0,0,N,0,0,Attacker-Created,3.0,0.0,3.0,3.0,0.0,0,5,200,True,111.90.142.67,5549,29,79,623838.0
85,85,restricted-user-signin.com,restricted-user-signin.com,2019-06-14,2019-06-14,4,2,4,True,2,None,N,26,0.4576532643233106,0,0,0,0,N,2,0,Attacker-Created,1.0,0.0,1.0,1.0,0.0,0,6,200,False,47.90.250.174,798,34,60,361629.0
86,86,qq-kb.top,qq-kb.top,2019-08-11,2019-08-11,2,1,1,True,1,None,Y,9,0.3684628534673422,0,0,0,0,N,1,0,Attacker-Created,7.0,2.0,5.0,5.0,0.0,0,6,200,False,156.238.166.190,143817,17,1,361573.0
87,87,appstore-cancelation-order-payment.com,appstore-cancelation-order-payment.com,2019-07-16,2019-07-16,6,1,1,True,1,True,N,38,0.4766181485506479,0,0,0,1,N,3,0,Attacker-Created,2.0,0.0,2.0,2.0,0.0,0,6,403,False,116.203.88.66,241,46,16,427530.0
88,88,baerkarrerch.com,baerkarrerch.com,2019-05-09,2019-05-09,2,1,1,True,1,None,N,16,0.390625,0,0,0,0,N,0,0,Attacker-Created,3.0,0.0,3.0,3.0,0.0,0,7,None,False,on,None,36,86,735784.0
89,89,tydackmemphan.com,iforgot.support.account.service.center.tydackmemphan.com,2019-07-17,2019-07-17,8,1,1,True,1,True,N,56,0.5052318128040101,0,0,3,0,N,0,5,Attacker-Created,16.0,0.0,16.0,0.0,7.0,0,7,200,False,162.241.222.181,68,64,22,450942.0
90,90,artoea.com,artoea.com,2019-08-12,2019-08-13,15,1,1,True,1,None,N,10,0.3652410164862568,0,0,0,0,N,0,0,Attacker-Created,10.0,2.0,8.0,8.0,0.0,12,5,200,False,162.241.174.211,38269,319,0,198258.0
91,91,get-screen.info,web.apple.com-home-support-webapps.get-screen.info,2019-06-01,2019-06-01,15,1,1,True,1,None,Y,50,0.5056916634849876,1,1,1,1,N,4,3,Attacker-Created,4.0,0.0,4.0,0.0,0.0,0,6,200,False,139.99.113.68,163,58,70,869376.0
92,92,updtcntrlactn.com,control.updtcntrlactn.com,2019-06-21,2019-06-22,28,1,1,True,1,None,N,25,0.4229331572230993,0,0,0,0,N,0,1,Attacker-Created,4.0,0.0,4.0,0.0,0.0,0,6,200,False,165.22.197.53,163,33,51,739921.0
93,93,pinoytambayans-actor.ml,webmail.pinoytambayans-actor.ml,2019-06-29,2019-06-30,30,1,1,True,1,None,Y,31,0.488772399075865,0,0,0,0,N,1,1,Attacker-Created,3.0,0.0,3.0,0.0,0.0,0,6,200,True,173.249.60.62,36688,39,42,936379.0
94,94,mcafee-official.net,mcafee-official.net,2019-07-23,2019-07-25,26,1,1,True,1,True,N,19,0.428952942016683,0,0,0,0,N,1,0,Attacker-Created,4.0,0.0,4.0,4.0,0.0,0,7,200,False,195.208.1.104,140096,27,12,954184.0
95,95,amazon-information-account.com,amazon-information-account.com,2019-08-06,2019-08-07,35,2,1,True,1,None,N,30,0.4336970995699287,0,1,1,1,N,2,0,Attacker-Created,15.0,0.0,15.0,15.0,0.0,0,8,200,False,162.241.65.90,424,38,5,742635.0
96,96,blemonteraff.tk,blemonteraff.tk,2019-05-29,2019-05-31,58,1,1,True,0,None,Y,15,0.4383613321088168,0,0,0,0,N,0,0,Attacker-Created,9.0,0.0,9.0,9.0,0.0,0,8,404,False,194.9.70.19,571,79,64,400480.0
97,97,amazon-signin-pages.com,amazon-signin-pages.com,2019-06-18,2019-06-19,39,1,1,True,1,None,N,23,0.4485442939820579,0,1,0,1,N,2,0,Attacker-Created,4.0,0.0,4.0,4.0,0.0,0,5,403,False,128.199.242.28,328,31,52,877092.0
98,98,fcbjkerrorr-windows0078823.club,fcbjkerrorr-windows0078823.club,2019-07-02,2019-07-03,61,1,1,True,1,None,Y,31,0.5386293642955362,0,0,0,0,N,1,0,Attacker-Created,5.0,0.0,5.0,5.0,0.0,0,6,None,False,on,None,48,34,730744.0
99,99,granvilk.ga,granvilk.ga,2019-05-28,2019-05-29,21,2,1,True,1,True,Y,11,0.3869744092943177,0,0,0,0,N,0,0,Attacker-Created,4.0,0.0,4.0,4.0,0.0,0,6,200,False,104.31.79.182,100,19,72,777220.0
100,100,support-members-registration.com,netflix.login.support-members-registration.com,2019-06-22,2019-06-24,82,1,2,True,1,None,N,46,0.5083269026777101,0,1,2,1,N,2,2,Attacker-Created,21.0,0.0,21.0,0.0,9.0,0,7,404,False,162.241.29.90,148,54,41,941992.0
101,101,pluganfastplay.com,web.apple.com-feedback.storeus.pluganfastplay.com,2019-07-07,2019-07-08,25,1,1,True,1,None,N,49,0.5185518097383315,1,1,0,2,N,1,4,Attacker-Created,6.0,0.0,6.0,0.0,1.0,0,7,None,False,51.140.161.231,None,57,31,372853.0
102,102,pancapitals.com,pancapitals.com,2019-07-24,2019-07-25,11,1,1,True,1,None,N,15,0.4154039356509715,0,0,0,0,N,0,0,Attacker-Created,9.0,0.0,9.0,9.0,0.0,0,8,200,True,107.180.55.21,2166,45,8,207001.0
103,103,islandmassagee.net,islandmassagee.net,2019-06-17,2019-06-18,57,1,1,True,1,None,N,18,0.408291584544951,0,0,0,0,N,0,0,Attacker-Created,6.0,0.0,6.0,6.0,0.0,0,8,None,False,on,None,37,54,961866.0
